system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Feb 9, 2001",0,"10,795",0,0,0,"10,795",0
"Feb 17, 2001",0,"10,795",0,0,0,"10,795",0
"Feb 25, 2001","4,532","10,795","4,532","4,532","4,532","10,795","4,532"
"Mar 5, 2001",0,"10,795",0,0,0,"10,795",0
"Mar 13, 2001","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Mar 21, 2001","3,779","10,795","3,779","3,779","3,779","10,795","3,779"
"Mar 29, 2001","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 14, 2001",0,"10,795",0,0,0,"10,795",0
"Apr 22, 2001",0,"10,795",0,0,0,"10,795",0
"Apr 30, 2001",0,"10,795",0,0,0,"10,795",0
"May 8, 2001",0,"10,795",0,0,0,"10,795",0
"May 16, 2001","6,527","10,795","6,527","6,527","6,527","10,795","6,527"
"May 24, 2001","10,792","10,795","10,792","10,792","10,792","10,795","10,792"
"Jun 1, 2001","8,161","10,795","8,161","8,161","8,161","10,795","8,161"
"Jun 9, 2001","10,754","10,795","10,754","10,754","10,754","10,795","10,754"
"Jun 17, 2001","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 25, 2001","1,657","10,795","1,657","1,657","1,657","10,795","1,657"
"Jul 3, 2001",528,"10,795",528,528,528,"10,795",528
"Jul 11, 2001",7,"10,795",7,7,7,"10,795",7
"Jul 19, 2001","7,874","10,795","7,874","7,874","7,874","10,795","7,874"
"Jul 27, 2001","10,789","10,795","10,789","10,789","10,789","10,795","10,789"
"Aug 4, 2001","3,032","10,795","3,032","3,032","3,032","10,795","3,032"
"Aug 12, 2001",0,"10,795",0,0,0,"10,795",0
"Aug 20, 2001","10,740","10,795","10,740","10,740","10,740","10,795","10,740"
"Aug 28, 2001","10,628","10,795","10,628","10,628","10,628","10,795","10,628"
"Sep 5, 2001","10,792","10,795","10,792","10,792","10,792","10,795","10,792"
"Sep 13, 2001",0,"10,795",0,0,0,"10,795",0
"Sep 21, 2001","10,236","10,795","10,236","10,236","10,236","10,795","10,236"
"Sep 29, 2001","10,493","10,795","10,493","10,493","10,493","10,795","10,493"
